task_id,cells
f_48f843f188f6657e50c3,"[[2, 0], [2, 1], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_53cf427672dbbcdf0080,"[[6, 2], [7, 2]]"
f_29e0c47a32613cbdfe8e,"[[3, 0], [3, 10], [6, 10]]"
f_b3696b05ee6c6bafec22,"[[1, 0], [1, 1], [1, 3], [2, 1], [2, 3]]"
f_27ac17b6eebce842ce58,"[[2, 0], [2, 1], [7, 0], [7, 1], [13, 0], [13, 1]]"
f_654c706db67588898887,"[[1, 2], [1, 3], [1, 4], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 1]]"
f_5833a6f0c6146ca28db9,"[[6, 1], [6, 2], [6, 3], [6, 4], [6, 5]]"
f_d06c277f7e5799f361e4,"[[6, 0], [6, 1], [6, 8], [7, 0], [7, 1], [7, 8]]"
f_6719881018546275aa1b,"[[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [11, 1], [11, 4], [11, 5]]"
f_8b9773bd356baa899430,"[[0, 0], [0, 2], [1, 0]]"
f_1f262b62243ee5297835,"[[1, 0], [1, 7], [5, 0], [5, 1], [5, 3], [5, 7]]"
f_cecfa110f765caed20ab,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_e413d219ba555e3bb70d,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [7, 0], [7, 1], [7, 2], [7, 3]]"
f_fece7f2f87963647a338,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_dadf568a0f53a47f4e52,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 4]]"
f_9e169e05b6f2865b9837,"[[3, 0], [3, 1], [4, 0], [4, 1], [4, 2], [4, 4], [5, 0], [5, 1]]"
f_f26d697aa13c33a02abf,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]"
f_63dd19bcc753d8d4afc8,"[[13, 0], [13, 1], [13, 2], [13, 3], [13, 4], [14, 0], [14, 1], [14, 2], [14, 3], [14, 4]]"
f_55aac635b192699e21d9,"[[4, 2], [4, 3], [5, 1], [5, 2], [5, 3]]"
f_832d8192707f62f74d23,"[[5, 2], [5, 5], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6]]"
f_c44453b6b866b1d5ece6,"[[3, 1], [3, 2], [3, 3], [4, 1], [4, 2], [5, 1], [5, 2], [6, 0], [7, 0], [7, 1], [7, 3]]"
f_e4e2aa4b77519e74f0e1,"[[4, 0], [4, 1], [5, 0], [5, 1]]"
f_24e673b2ca6153c5dfd4,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_2f03e1a24ffdace053f9,"[[1, 1], [1, 2], [1, 3], [1, 4], [6, 1], [6, 2], [6, 3], [6, 4]]"
f_312bce7ef01e2c3bf747,"[[5, 0], [6, 0], [6, 1], [6, 3]]"
f_f9d2053aaf732cd11cd3,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 2], [2, 3], [3, 0], [3, 2], [3, 3], [4, 0], [4, 2], [4, 3]]"
f_fc522bdf749ee6d086e8,"[[1, 0], [1, 5], [2, 0], [2, 5], [3, 0], [3, 5]]"
f_4f3bc0c30e86029c7c06,"[[5, 0], [5, 2], [5, 3], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_16d789fbd1c9a3a586b1,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [28, 1], [28, 2], [28, 4], [29, 0], [30, 0], [31, 0]]"
f_4f00661947341893e7ca,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_479c0cd26490bfd4579e,"[[2, 0], [2, 1], [3, 0], [3, 1]]"
f_e0df892daa7621c71ce3,"[[3, 1], [6, 0], [6, 1], [6, 2]]"
f_41004d3c9ab2c89dbadc,"[[14, 0], [14, 3], [15, 0], [15, 3]]"
f_3ada1c495fc4782a6042,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3], [2, 5], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_f304803d1a27cd1c3b98,"[[4, 1], [7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2], [9, 0], [9, 1], [9, 2], [10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2]]"
f_bdc285d6d4a80d844d56,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]"
f_1c4306eb847bf7edf6d8,"[[1, 0], [1, 2], [2, 0], [2, 2]]"
f_6977d722a5b0802a5718,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_14bd23eb1a7485a17e3f,"[[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [2, 2]]"
f_d73d150a135166e09536,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2]]"
f_f90e8b2af13bae3a11ff,"[[3, 2], [3, 4], [3, 5], [3, 7], [5, 2], [5, 4], [5, 5], [5, 7]]"
f_67728e02844fa40ce862,"[[10, 0], [10, 3], [10, 14], [12, 0], [12, 3]]"
f_63c75911ac6faf461188,"[[1, 1], [1, 3], [1, 4], [2, 1], [2, 3], [2, 4], [2, 5], [3, 1], [3, 3], [3, 4], [4, 1], [4, 3], [4, 4]]"
f_73003a73b43306bc36fc,"[[8, 1], [9, 1], [9, 2], [11, 1], [11, 2], [12, 1], [12, 2]]"
f_e7831deb65778d519107,"[[11, 0], [11, 1], [11, 3], [11, 5], [12, 0], [12, 1], [12, 3], [12, 4], [13, 0], [14, 0], [15, 0], [16, 0]]"
f_3a609bbc9877cff42f2c,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0]]"
f_c97b69162ea2b494025b,"[[1, 0], [1, 1], [2, 0], [2, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1]]"
f_ca7e99c5048a7f037171,"[[8, 0], [8, 1], [8, 2], [8, 3], [12, 0], [12, 1], [12, 2]]"
f_89d2112f44c46e9a725a,"[[4, 0], [4, 1], [4, 3], [12, 0], [12, 1], [12, 2], [12, 3]]"
f_fd432b0e97c95bffa924,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [10, 3], [11, 2]]"
f_84ea58b985100117cc51,"[[5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 3], [9, 0]]"
f_f18611c4d6ce686e7460,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_4a9b8e21549d7d7dc959,"[[2, 0], [3, 0], [3, 1], [3, 2], [4, 0]]"
f_25cd451226ae15b2b9b5,"[[9, 0], [9, 2], [10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2], [12, 0], [12, 1], [12, 2], [13, 2]]"
f_e5d02e3df46c9cce9bc7,"[[9, 1], [9, 2], [14, 1], [14, 2], [19, 0], [19, 1], [19, 2]]"
f_4a28827406c4d8f76238,"[[10, 0], [10, 9], [11, 0], [11, 2], [11, 3], [11, 9], [12, 0], [12, 2], [12, 3], [12, 9]]"
f_e818e5d34ea7043c3eb8,"[[1, 1], [1, 2], [2, 1], [2, 2]]"
f_a4633cbff086b0eedffb,"[[7, 2], [7, 3], [7, 4], [8, 2], [8, 4]]"
f_42f1811b9f1a50979425,"[[1, 1], [1, 3], [2, 0], [2, 1], [2, 3], [3, 3]]"
f_580cb63a58cc63b82967,"[[18, 0], [18, 2], [19, 0], [19, 2], [20, 0], [20, 2], [21, 0], [21, 1], [21, 2], [22, 0]]"
f_3d02f2fae9f581064af1,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_9122e06ae711a23a0bba,"[[27, 1], [27, 3], [28, 1]]"
f_c78499cc82684c696662,"[[8, 0], [8, 1], [8, 2], [8, 4], [9, 0], [9, 1], [9, 2], [9, 4], [10, 0], [10, 1], [11, 0], [11, 1], [11, 4], [12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [13, 0], [13, 1], [13, 4], [14, 0], [14, 1], [14, 4], [15, 0], [15, 1], [15, 4], [16, 0], [16, 1], [17, 0], [17, 1], [18, 0], [18, 1], [19, 0], [19, 1], [19, 4]]"
f_5368e6d2c6cd65a663e3,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_4066e64df06796cf920d,"[[1, 1], [1, 2], [2, 1], [2, 2], [11, 0], [11, 1], [11, 2], [11, 3]]"
f_1ae4ebad0d357911edd4,"[[5, 0], [6, 0], [6, 1], [6, 2], [6, 3], [6, 5]]"
f_874862cac6433ef822ae,"[[1, 0], [1, 1], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 1], [6, 4], [7, 0], [7, 1], [7, 3], [7, 4]]"
f_2302712fd78b00bd0c1d,"[[5, 0], [5, 1], [5, 5], [22, 0], [22, 5]]"
f_ddd48ffe46852ce9a48f,"[[12, 0], [12, 1], [12, 2], [13, 0], [13, 1], [13, 2], [14, 0], [14, 1], [14, 2]]"
f_91423da6888fddd2f6fd,"[[4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 5], [6, 0]]"
f_855b8e9596d56d0405db,"[[10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [21, 1], [21, 2]]"
f_3632993f0feb94aa607a,"[[2, 5], [2, 6], [2, 7], [2, 8], [3, 5], [3, 7]]"
f_1d6c5dfce58f6434db42,"[[14, 0], [15, 0], [16, 0], [16, 1], [16, 4], [17, 0], [17, 1], [17, 4]]"
f_6c8ac651c03520e92727,"[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 1], [8, 2], [8, 3], [8, 4], [9, 3], [10, 3]]"
f_102acebf24c34e787ca9,"[[3, 0], [3, 3], [3, 5], [5, 0], [5, 3], [5, 5]]"
f_ffcbf0e5bf90a643df80,"[[18, 0], [18, 1], [18, 2], [19, 0], [19, 1], [19, 2]]"
f_b052af6e48cf6663e311,"[[2, 2], [2, 3], [2, 4]]"
f_1ee9b5e6fc01de988817,"[[9, 0], [9, 1], [9, 11], [10, 0], [10, 1], [10, 11]]"
f_6ed8d71c0edc99fc4200,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]"
f_366bde1c6184972de2b4,"[[3, 0], [3, 3], [4, 0], [4, 3], [5, 0], [5, 3], [6, 0], [6, 3], [7, 1], [7, 2], [7, 3], [7, 4], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3]]"
f_aa16367a0ceec293e459,"[[1, 0], [1, 3], [2, 0], [2, 3], [18, 3]]"
f_3bca575a618bb95bc256,"[[11, 4], [12, 0], [12, 1], [12, 4], [13, 4]]"
f_131ebf94cf32bccbe6f6,"[[1, 1], [1, 2], [7, 4]]"
f_158fdeb6ec14f73f9572,"[[17, 0], [18, 0], [19, 0], [19, 1], [19, 2]]"
f_02da55d43b4ea1913e69,"[[3, 1], [3, 3], [4, 1], [4, 3]]"
f_af00cf6d28720b394e26,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [5, 0], [6, 0], [6, 1], [6, 3]]"
f_26c9eb2feb355c20c136,"[[11, 4], [12, 3]]"
f_a446cbc2267d0be25fe5,"[[5, 1], [5, 3], [7, 1], [7, 3], [10, 1], [10, 3], [13, 1], [13, 3], [17, 1], [17, 3], [20, 1], [20, 3], [21, 1], [21, 3], [23, 1], [23, 3]]"
f_23830c875e1eb4f5bd8b,"[[1, 1], [1, 5], [3, 1], [3, 5]]"
f_a01eab68710f6e8e75b9,"[[5, 0], [5, 1], [5, 3], [7, 0], [7, 1]]"
f_bcfa10ac5ea4a0c0de18,"[[12, 0], [13, 0], [13, 1], [13, 2], [13, 3]]"
f_732cb5fbeefdcab325f8,"[[2, 0], [2, 1], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [13, 10]]"
f_5b580d0d931b24b9327a,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [8, 0], [9, 0], [10, 0]]"
f_e00d0c5b971355ffe1c3,"[[2, 0], [2, 1], [2, 2], [2, 3]]"
f_07c57752a4256ac3b0e8,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_3aa748e52168e877d7a6,"[[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [11, 11], [11, 12]]"
f_7e9e48ed09f67ed96df6,"[[5, 0], [5, 1], [5, 3], [5, 4], [6, 0], [6, 1], [7, 0], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1]]"
f_e1d39bf04cba2651b2a2,"[[6, 0], [6, 1], [6, 4], [9, 0], [9, 1], [9, 4], [11, 0], [11, 4]]"
f_a9a9b4b87df0993cb256,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_c2ce533cd79986e5839a,"[[5, 2], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_9345f6702a3cba3c9a6a,"[[5, 0], [5, 1], [5, 2], [5, 3]]"
f_d58aacd8fe0061e491bb,"[[8, 0], [8, 1], [11, 0], [11, 1]]"
f_81aa9cb4c3817ca7c476,"[[1, 1], [1, 3], [1, 4], [2, 2], [2, 3], [2, 4], [3, 2], [3, 3], [3, 4]]"
f_2f2048ef120ad2e2b10a,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_a55d3add67e08258b770,"[[8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [11, 2]]"
f_73f19a720006f9453d1e,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [10, 1], [10, 2], [10, 4], [10, 5]]"
f_1c67ab5e3dc3b05b0fac,"[[3, 0], [3, 1], [3, 2], [3, 3]]"
f_d9b511e6b3935f899ef8,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1]]"
f_b812eb737f023e788cec,"[[2, 0], [3, 0], [3, 1], [3, 3], [3, 4], [3, 5]]"
f_96218bbb458b4508b1dd,"[[2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2], [18, 0], [18, 1], [18, 2], [20, 0], [20, 1], [20, 2]]"
f_d07974e7f355ff48994f,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [3, 1], [3, 3], [4, 1], [4, 3], [9, 2], [9, 3]]"
f_a6f70f9d935e36a66d4a,"[[3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_ddd0ff42a63fb40ba829,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [12, 0]]"
f_e19745e6249ca63f188d,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_a1781453e9640bc45348,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [8, 0], [8, 4]]"
f_d7b49f7e1aa5f8348f47,"[[1, 1], [1, 3], [1, 4], [2, 1], [2, 3], [2, 4]]"
f_6101720621ceda202a9e,"[[4, 0], [5, 0], [5, 1], [5, 3], [5, 4], [5, 5]]"
f_ad838571497fd8f3b4ab,"[[2, 2], [2, 6]]"
f_12b884ae86aa6721bec9,"[[4, 4], [5, 4], [6, 4], [7, 1], [7, 4], [8, 4], [9, 4], [10, 4], [11, 1], [11, 3], [11, 4], [12, 4], [13, 4]]"
f_c49dadb1f521274a34b5,"[[1, 0], [1, 1], [1, 2], [3, 0], [3, 1], [5, 1], [15, 0], [15, 1]]"
f_dbf97139633dd098f6ea,"[[1, 0], [1, 1], [1, 3], [2, 1], [3, 1]]"
f_b06c566be186fab5f106,"[[4, 4], [5, 4], [6, 0], [6, 1], [6, 4]]"
f_cc759de2006ed1d6300f,"[[2, 0], [2, 1], [2, 3], [5, 0], [5, 1], [5, 3], [5, 4]]"
f_86b2fb3ada7aaa6fa54e,"[[10, 0], [11, 0], [11, 1], [12, 0], [13, 0], [13, 2], [14, 0], [14, 2], [15, 0], [15, 2], [16, 0], [16, 2], [17, 0], [17, 2], [18, 0], [18, 2], [19, 0], [19, 2], [20, 0], [20, 2], [21, 0], [21, 11]]"
f_68ac25e1b79e74a562b7,"[[2, 0], [2, 1], [2, 5], [3, 0], [3, 1], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5]]"
f_1fe5dc8490830dc6f783,"[[6, 2], [6, 3], [6, 4], [7, 2], [7, 3], [7, 4], [8, 2], [8, 3], [8, 4]]"
f_12402caa0601bab6538f,"[[1, 0], [2, 0], [2, 1], [2, 2], [3, 0], [4, 0], [5, 0], [6, 0]]"
f_22cb16f2a55c079342a1,"[[6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [7, 2]]"
f_aac8698e4b085e8758be,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3]]"
f_0b825e60911e770c8531,"[[1, 0], [1, 2], [2, 0], [2, 2]]"
f_79b6e168361ffda4c48b,"[[1, 1], [1, 2], [1, 5], [2, 1], [2, 2], [2, 5]]"
f_dcb246c4a641d3bdf9bd,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_af5223c3c915a0a254d6,"[[1, 0], [1, 1], [1, 3], [1, 4], [2, 0], [2, 1], [2, 3], [2, 4], [3, 0], [3, 1]]"
f_f41868b154b03eb6355f,"[[1, 0], [1, 2], [1, 3], [1, 4]]"
f_e59d1af9151c6f08a680,"[[5, 0], [5, 2], [6, 0], [6, 2]]"
f_48b8be2bb213914c9c25,"[[1, 0], [1, 1], [1, 5], [2, 0], [2, 1], [2, 5], [3, 0], [3, 1], [3, 5]]"
f_e17be020fbd380f270b7,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1]]"
f_0f8f816adf4e683b2a8f,"[[8, 0], [8, 1], [8, 2], [9, 1], [9, 2]]"
f_e9774ada1f7b9093c211,"[[1, 0], [1, 2], [2, 0], [3, 0]]"
f_35bc7aaf19ea4c0b1466,"[[8, 0], [8, 1], [9, 0], [9, 1], [9, 2], [10, 0]]"
f_2bc9853a89fb9dd38922,"[[1, 0], [1, 2], [1, 3], [1, 4]]"
f_145d51e0d71587b077ec,"[[2, 0], [2, 1], [3, 0], [3, 1], [3, 3], [4, 0], [4, 1]]"
f_94833a1f8b4b9e116612,"[[1, 0], [2, 0], [3, 0], [3, 1], [3, 3]]"
f_3318a3181657c01eeeeb,"[[0, 2], [1, 2]]"
f_3cf7cd943ca3072318e8,"[[1, 1], [1, 2], [1, 3], [4, 1], [4, 2]]"
f_f0b761cd40fe5cbd2146,"[[6, 0], [6, 1], [6, 3], [7, 0], [7, 1], [7, 3], [7, 4], [8, 0], [8, 1], [8, 3], [8, 4]]"
f_34d3eb2e8b2996e69ca5,"[[4, 2], [5, 2], [6, 2], [7, 0], [7, 1], [7, 2], [8, 0], [8, 2]]"
f_00a664ddd4ef66d8e565,"[[1, 1], [29, 0], [29, 1], [30, 3], [30, 4], [30, 5], [30, 6]]"
f_d8cb9f699e7b2e535e2a,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 0], [13, 1], [13, 2], [14, 0], [14, 1], [14, 2]]"
f_a67d6fbf067d50ffef54,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [6, 1], [7, 0], [7, 1], [7, 2], [8, 0], [9, 0], [10, 0], [11, 0]]"
f_5ee9e53eade2976ee318,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_5b9f97452ef1b3ae2316,"[[4, 0], [5, 0], [5, 1], [5, 2], [5, 3]]"
f_48d8a9d4841ca603fdb7,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [3, 0], [3, 2], [3, 9]]"
f_6073fc3533bee11dea5d,"[[2, 1], [3, 1], [3, 3], [3, 4], [3, 5]]"
f_d01a15beec4db72e4511,"[[8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [8, 5], [21, 2]]"
f_3ee998c772d672aafb86,"[[1, 0], [1, 1], [1, 2], [1, 3], [3, 0], [3, 1], [3, 2]]"
f_ccad6df0e51febfa671a,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]"
f_be460707c63becd01173,"[[6, 0], [6, 7], [7, 0], [7, 7], [8, 0], [8, 1], [8, 7]]"
f_13c5d1dd3b848e4e3f38,"[[1, 2], [13, 3]]"
f_1053d3fe5dd6278e7cf3,"[[1, 1], [2, 1], [3, 1], [7, 1], [8, 1]]"
f_311baef2cd955d718603,"[[17, 1], [18, 1], [18, 2], [19, 1], [19, 2], [20, 1], [20, 2], [20, 4], [20, 5]]"
f_50a1d503843370a38bd6,"[[1, 0], [2, 0], [2, 1], [2, 3]]"
f_d7e4494238c4618a273c,"[[8, 0], [8, 1], [8, 2], [11, 0], [11, 1], [11, 2]]"
f_458e8b1c6cff3f46e03b,"[[1, 0], [1, 1], [1, 3], [1, 5], [2, 0], [2, 1], [2, 3], [2, 5], [3, 0], [3, 1], [3, 3], [3, 5]]"
f_ce8f16438697a35d4b41,"[[20, 0], [20, 1], [21, 0], [21, 1], [22, 0], [22, 1], [23, 0], [23, 1], [24, 0], [24, 1], [24, 2]]"
f_f7372aff087b97ccbac9,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_50ea53ceacabe87b3625,"[[6, 0], [7, 0], [7, 1], [7, 3], [7, 4], [7, 5]]"
f_f02faa47a7810d8beca7,"[[7, 3], [8, 0], [8, 1], [8, 2], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3]]"
f_92ecf5f50b924f198080,"[[5, 0], [5, 1], [5, 2]]"
f_fbfdd2ce8d80c37856cb,"[[1, 1], [1, 2], [7, 1], [7, 2]]"
f_aab56ad30082e9ff67b8,"[[1, 0], [1, 1], [1, 2], [1, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_a4c4e4daa0d883fff3b6,"[[28, 2], [29, 2], [33, 0], [33, 1], [33, 2]]"
f_a5f65e924d43be85ceba,"[[0, 0], [0, 3], [0, 4], [1, 4]]"
f_a1ba615000f666959241,"[[5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [7, 2]]"
f_6e0ce7a521ef5a372807,"[[4, 0], [4, 1], [6, 0], [6, 1], [17, 0], [17, 1]]"
f_a642c49e79359f5b2e26,"[[2, 0], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_984f0b4b629948b52a69,"[[1, 1], [5, 1], [7, 1], [8, 1], [9, 6]]"
f_c0419e693bc575faec8c,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1]]"
f_37695c23b8a2ca65692e,"[[1, 0], [1, 1], [1, 2], [5, 0], [5, 2]]"
f_e912d405c707207ddb9f,"[[2, 2], [2, 4]]"
f_6b32997617ba11bb0291,"[[1, 2], [1, 3], [2, 2], [2, 3], [5, 3]]"
f_f6f19a4855464a64e6f2,"[[1, 0], [1, 2], [2, 0], [2, 2], [3, 0], [3, 2], [4, 0], [4, 2], [5, 0], [5, 2]]"
f_8fd8893fca1a197c1018,"[[6, 0], [7, 0], [8, 0], [8, 2]]"
f_81bf3dec33e877d88290,"[[1, 0], [1, 2], [1, 4], [2, 0], [2, 2], [2, 4]]"
f_03bfa5184a7dd84bfdfc,"[[1, 1], [1, 6], [17, 1], [17, 6]]"
f_424880aeee36170fc1c1,"[[1, 0], [1, 4], [1, 6], [2, 0], [2, 3], [2, 4], [2, 5]]"
f_4234b00ddc27917f6d12,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_ee72523c6d326097911f,"[[2, 0], [2, 1], [2, 2], [3, 0], [4, 0], [4, 1], [4, 2]]"
f_50af034c4b309e00acd7,"[[1, 0], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 3], [5, 4], [7, 0], [7, 3], [7, 4], [9, 0], [9, 3], [9, 4]]"
f_ce3107a7053581acfd40,"[[3, 0], [3, 1], [3, 3], [3, 4], [4, 0], [4, 1], [4, 3], [4, 4]]"
f_e4cee218844a32d2efcf,"[[1, 3], [5, 3]]"
f_61a81babc3ab6735f644,"[[4, 1], [5, 1], [6, 0], [6, 1], [6, 2]]"
f_1d012cb7f41d0ed37731,"[[2, 0], [3, 0], [4, 0], [5, 0], [5, 2], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]"
f_127dbd88248f4ce1256c,"[[2, 0], [2, 1], [2, 2], [6, 0], [6, 1], [6, 2], [7, 1], [7, 2]]"
f_3f9f6b1454e93df2dca0,"[[1, 2], [1, 4], [2, 2], [2, 4]]"
f_6eb3bdac59b39174d8d3,"[[2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [12, 5], [13, 0]]"
f_0e985bda2af26b2e8cf4,"[[1, 0], [1, 1], [1, 2], [3, 0], [3, 1], [3, 2]]"
f_d0638be297e49c64a8e6,"[[1, 1], [1, 2], [2, 1], [2, 2]]"
f_e399b195a38ad0e774a5,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 1], [2, 2], [2, 3]]"
f_7b47c827c1cdf831f123,"[[3, 0], [3, 1], [3, 4], [6, 0], [6, 4], [7, 0], [7, 1], [7, 4]]"
